"stoff_nr";"name";"beschreibung";"cas_id"
"2061";"1,3,5-Trichlorbenzol";"";"108-70-3"
"2062";"Azoxystrobin";"";"131860-33-8"
"2063";"Cyprodinil";"";"121552-61-2"
"2064";"Picolinafen";"";"137641-05-5"
"2065";"1,2,3,4-Tetrachlorbenzol";"";"634-66-2"
"2066";"1,2,3,5-Tetrachlorbenzol";"";"634-90-2"
"2067";"1,2,4,5-Tetrachlorbenzol";"";"95-94-3"
"2068";"Quintozen";"";"82-68-8"
"2069";"Pentachlorbenzol";"";"608-93-5"
"2070";"Hexachlorbenzol";"";"118-74-1"
"2071";"PCB-28";"";"7012-37-5"
"2072";"PCB-52";"";"35693-99-3"
"2073";"PCB-101";"";"37680-73-2"
"2074";"PCB-138";"";"35065-28-2"
"2075";"Polychlorierte Biphenyle, Summe";"";""
"2076";"PCB-153";"";"35065-27-1"
"2077";"PCB-180";"";"35065-29-3"
"2078";"PCB-194";"";"35694-08-7"
"2079";"PCB-118";"";"31508-00-6"
"2080";"Chlor-Nitrobenzol Isom(1,2/1,3/1,4)";"";"25167-93-5"
"2081";"1-Chlor-2-nitrobenzol";"";"88-73-3"
"2082";"1-Chlor-3-nitrobenzol";"";"121-73-3"
"2083";"3-Chlor-nitrobenzol";"";""
"2084";"1-Chlor-4-nitrobenzol";"";"100-00-5"
"2085";"1,2-Dichlor-4-nitrobenzol";"";"99-54-7"
"2086";"1,3-Dichlor-4-nitrobenzol";"";"611-06-3"
"2087";"2,3-Dichlornitrobenzol";"";"3209-22-1"
"2088";"1-Chlor-2,4-dinitrobenzol";"";"97-00-7"
"2089";"1,4-Dichlor-2-nitrobenzol";"";"89-61-2"
"2090";"Nitrobenzol";"";"98-95-3"
"2091";"1,3-Dinitrobenzol";"";"99-65-0"
"2092";"2,3-Dichlortoluol";"";"32768-54-0"
"2093";"2,6-Dichlortoluol";"";"118-69-4"
"2094";"3,4-Dichlortoluol";"";"95-75-0"
"2095";"1,4-Nitrotoluol";"";""
"2096";"2,4_Dichlortoluol";"";""
"2097";"4-Nitrotoluol";"";"99-99-0"
"2098";"1,3-Dichlor-5-nitrobenzol";"";"618-62-2"
"2099";"2,4-Dichlortoluol";"";"95-73-8"
"2100";"2-Chlor-4-nitrotoluol";"";"121-86-8"
"2101";"3-Chlor-4-nitrotoluol";"";"38939-88-7"
"2102";"4-Chlor-3-nitrotoluol";"";"89-60-1"
"2103";"5-Chlor-2-nitrotoluol";"";"5367-28-2"
"2104";"Chlornitrotoluol(Isomerengemisch)";"";"25567-68-4"
"2105";"3-Nitrotoluol";"";"99-08-1"
"2106";"2-Nitrotoluol";"";"88-72-2"
"2107";"2-Chlor-6-nitrotoluol";"";"83-42-1"
"2108";"4-Chlor-2-nitrotoluol";"";"89-59-8"
"2109";"Fluquinconazol";"";"136426-54-5"
"2110";"a-Hexachlorcyclohexan";"";"319-84-6"
"2111";"2-Chlortoluol";"";"95-49-8"
"2112";"3-Chlortoluol";"";"108-41-8"
"2113";"4-Chlortoluol";"";"106-43-4"
"2114";"Amidosulfuron";"";"120923-37-7"
"2115";"b-Hexachlorcyclohexan";"";"319-85-7"
"2116";"Thifensulfuron-methyl";"";"79277-27-3"
"2117";"d-Hexachlorcyclohexan";"";"319-86-8"
"2118";"Isophoron";"";"78-59-1"
"2119";"Tebuconazol";"";"107534-96-3"
"2120";"Heptachlor";"";"76-44-8"
"2121";"Clomazon";"";"81777-89-1"
"2122";"Rimsulfuron";"";"122931-48-0"
"2123";"Alachlor";"";"15972-60-8"
"2124";"Aziprotryn";"";"4658-28-0"
"2125";"Mirex";"";"2385-85-5"
"2126";"Carbofuran";"";"1563-66-2"
"2127";"Cypermethrin";"";"52315-07-8"
"2128";"Desethylsimazin";"";""
"2129";"Oxadixyl";"";"77732-09-3"
"2130";"Telodrin";"";"297-78-9"
"2131";"Penconazol";"";"66246-88-6"
"2132";"Propetamphos";"";"31218-83-4"
"2133";"Propiconazol";"";"60207-90-1"
"2134";"Propoxur";"";"114-26-1"
"2135";"Octachlorstyrol";"";"29082-74-4"
"2136";"1-Chloroctan";"";"111-85-3"
"2137";"Glyphosat";"";"1071-83-6"
"2138";"Ampa";"";"1066-51-9"
"2139";"Quinmerac";"";"90717-03-6"
"2140";"Pentachlorphenol";"";"87-86-5"
"2141";"2-Bromobiphenyl";"";"2052-07-5"
"2142";"2,4-Dibromobiphenyl";"";"53592-10-2"
"2143";"2,3',5-Tribromobiphenyl";"";"59080-35-2"
"2144";"2,2',4',5-Tetrabromobiphenyl";"";"60044-24-8"
"2145";"2,2',4,5,5'-Pentabromobiphenyl";"";"67888-96-4"
"2146";"2,2',4,4',6,6'-Hexabromobiphenyl";"";"59261-08-4"
"2147";"Decabromobiphenyl";"";"13654-09-6"
"2148";"PCB-31";"";"16606-02-3"
"2149";"PCB-49";"";"41464-40-8"
"2150";"2-Chlorphenol";"";"95-57-8"
"2151";"3-Chlorphenol";"";"108-43-0"
"2152";"4-Chlorphenol";"";"106-48-9"
"2153";"2,2´,4,4´-Tetrabrombiphenylether";"";"5436-43-1"
"2154";"2,2´,4,4´,6-Pentabrombiphenylether";"";"189084-64-8"
"2155";"2,2´,4,4´,5-Pentabrombiphenylether";"";"60348-60-9"
"2156";"2,2´,4,4´,5,6´-Hexabrombiphenylether";"";"207122-15-4"
"2157";"2,2´,4,4´,5,5´-Hexabrombiphenylether";"";"68631-49-2"
"2158";"2,2´,3,4,4´,5´,6-Heptabrombiphenylether";"";"207122-16-5"
"2159";"2,2,3,3,4,4,5,5,6,6Decabrombiphenylether";"";"1163-19-5"
"2160";"2,3-Dichlorphenol";"";"576-24-9"
"2161";"2,4-Dichlorphenol";"";"120-83-2"
"2162";"2,5-Dichlorphenol";"";"583-78-8"
"2163";"2,6-Dichlorphenol";"";"87-65-0"
"2164";"3,4-Dichlorphenol";"";"95-77-2"
"2165";"3,5-Dichlorphenol";"";"591-35-5"
"2166";"Quinoxifen";"";"124495-18-7"
"2167";"Trifloxystrobin";"";"141517-21-7"
"2168";"Carfentrazone-ethyl";"";"128639-02-1"
"2169";"Kresoxim-methyl";"";"143390-89-0"
"2170";"2,3,4-Trichlorphenol";"";"15950-66-0"
"2171";"2,3,5-Trichlorphenol";"";"933-78-8"
"2172";"2,3,6-Trichlorphenol";"";"933-75-5"
"2173";"2,4,5-Trichlorphenol";"";"95-95-4"
"2174";"2,4,6-Trichlorphenol";"";"88-06-2"
"2175";"3,4,5-Trichlorphenol";"";"609-19-8"
"2176";"Flusilazol";"";"85509-19-9"
"2177";"Dimethachlor";"";"50563-36-5"
"2178";"2,3,4,6-Tetrachlorphenol";"";"58-90-2"
"2179";"2,3,4,5-Tetrachlorphenol";"";"4901-51-3"
"2180";"2,3,5,6-Tetrachlorphenol";"";"935-95-5"
"2181";"2,2',4,5'-Tetracl-5-me-dm:TCBT 25";"";"121107-46-8"
"2182";"2,2',5,5'-Tetracl-4-me-dm:TCBT 36";"";"121107-54-8"
"2183";"3,3',4,4'-Tetracl-2-me-dm:TCBT 87";"";"121107-90-2"
"2184";"Decachlorbiphenyl (PCB-209)";"";"2051-24-3"
"2185";"2,2',4,4'-Tetracl-3-me-dm:TCBT 21";"";"121107-43-5"
"2186";"2,2',4,4'-Tetracl-5-me-dm:TCBT 22";"";"121107-44-6"
"2187";"2,2',4,6'-Tetracl-3-me-dm:TCBT 27";"";"121107-47-9"
"2188";"Dimethenamid";"";"87674-68-8"
"2189";"2,2',4,6'-Tetracl-5-me-dm:TCBT 28";"";"121107-48-0"
"2190";"Silthiofam";"";"175217-20-6"
"2191";"2,3',4,4'-Tetracl-5-me-dm:TCBT 52";"";"121107-65-1"
"2192";"Cloquintocet-mexyl";"";"99607-70-2"
"2193";"2',3,4,4'-Tetracl-6-me-dm:TCBT 74";"";"121107-77-5"
"2194";"Mefenpyr-diethyl";"";"135590-91-9"
"2195";"2',3,4,6'-Tetracl-6-me-dm:TCBT 80";"";"121107-83-3"
"2196";"2-Hydroxybiphenyl";"";"90-43-7"
"2197";"4-Hydroxybiphenyl";"";"92-69-3"
"2198";"Aclonifen";"";"74070-46-5"
"2199";"Tetrachlorbenzyltoluole, Summe";"";""
"2200";"g-Hexachlorcyclohexan";"";"58-89-9"
"2201";"Aldrin";"";"309-00-2"
"2202";"Parathion-methyl";"";"298-00-0"
"2203";"Methoprotryn";"";"841-06-5"
"2204";"Parathion-ethyl";"";"56-38-2"
"2205";"a-Endosulfan";"";"959-98-8"
"2206";"b-Endosulfan";"";"33213-65-9"
"2207";"alpha-, beta-Endosulfan (techn. Gemisch)";"";"115-29-7"
"2208";"Dieldrin";"";"60-57-1"
"2209";"Methoxychlor";"";"72-43-5"
"2210";"Endrin";"";"72-20-8"
"2211";"Dichlobenil";"";"1194-65-6"
"2212";"4,4-DDE";"";"72-55-9"
"2213";"4,4-DDD (TDE)";"";"72-54-8"
"2214";"4,4-DDT";"";"50-29-3"
"2215";"Aldicarb";"";"116-06-3"
"2216";"Chlordan";"";"57-74-9"
"2217";"Endosulfansulfat";"";"1031-07-8"
"2218";"Isodrin";"";"465-73-6"
"2219";"Clopyralid";"";"1702-17-6"
"2220";"Fluchloralin";"";"33245-39-5"
"2221";"Furalaxyl";"";"57646-30-7"
"2222";"Metalaxyl";"";"57837-19-1"
"2223";"Triallat";"";"2303-17-5"
"2224";"Phenmedipham";"";"13684-63-4"
"2225";"Triadimefon";"";"43121-43-3"
"2226";"Triadimenol";"";"55219-65-3"
"2227";"Flubenzimin";"";"37893-02-0"
"2228";"Norflurazon";"";"27314-13-2"
"2229";"Propanil";"";"709-98-8"
"2230";"Diuron";"";"330-54-1"
"2231";"Atrazin";"";"1912-24-9"
"2232";"Linuron";"";"330-55-2"
"2233";"Buturon";"";"3766-60-7"
"2234";"Desethylatrazin";"";"6190-65-4"
"2235";"Chlortoluron";"";"15545-48-9"
"2236";"Metobromuron";"";"3060-89-7"
"2237";"Monolinuron";"";"1746-81-2"
"2238";"Methabenzthiazuron";"";"18691-97-9"
"2239";"Fenuron";"";"101-42-8"
"2240";"Metoxuron";"";"19937-59-8"
"2241";"Crimidin";"";"535-89-7"
"2242";"Simazin";"";"122-34-9"
"2243";"Propazin";"";"139-40-2"
"2244";"Chlorpropham";"";"101-21-3"
"2245";"Prometryn";"";"7287-19-6"
"2246";"Cyanazin";"";"21725-46-2"
"2247";"Terbutryn";"";"886-50-0"
"2248";"Terbutylazin";"";"5915-41-3"
"2249";"Metazachlor";"";"67129-08-2"
"2250";"Metolachlor";"";"51218-45-2"
"2251";"Isoproturon";"";"34123-59-6"
"2252";"2,4-D";"";"94-75-7"
"2253";"MCPA";"";"94-74-6"
"2254";"Dichlorprop";"";"120-36-5"
"2255";"Mecoprop";"";"93-65-2"
"2256";"2,4,5-T";"";"93-76-5"
"2257";"2,4-DB";"";"94-82-6"
"2258";"MCPB";"";"94-81-5"
"2259";"Fenoprop";"";"93-72-1"
"2260";"Metamitron";"";"41394-05-2"
"2261";"Hexazinon";"";"51235-04-2"
"2262";"Desisopropylatrazin";"";"1007-28-9"
"2263";"Ametryn";"";"834-12-8"
"2264";"Metribuzin";"";"21087-64-9"
"2265";"Desmetryn";"";"1014-69-3"
"2266";"Propham";"";"122-42-9"
"2267";"Desethylterbutylazin";"";"30125-63-4"
"2268";"Sebutylazin";"";"7286-69-3"
"2269";"Pencycuron";"";"66063-05-6"
"2270";"Chloroxuron";"";"1982-47-4"
"2271";"Fluometuron";"";"2164-17-2"
"2272";"Monuron";"";"150-68-5"
"2273";"Difenoxuron";"";"14214-32-5"
"2274";"Diflubenzuron";"";"35367-38-5"
"2275";"Dimefuron";"";"34205-21-5"
"2276";"Ethidimuron";"";"30043-49-3"
"2277";"Neburon";"";"555-37-3"
"2278";"Dichlofluanid";"";"1085-98-9"
"2279";"Tolylfluanid";"";"731-27-1"
"2280";"Furmecyclox";"";"60568-05-0"
"2281";"Bifenox";"";"42576-02-3"
"2282";"Siduron";"";"1982-49-6"
"2283";"Tebuthiuron";"";"34014-18-1"
"2284";"Teflubenzuron";"";"83121-18-0"
"2285";"Thiazafluron";"";"25366-23-8"
"2286";"SWEP";"";"1918-18-9"
"2287";"Iso-Chloridazon";"";"162354-96-3"
"2288";"Chloridazon";"";"1698-60-8"
"2289";"Bromacil";"";"314-40-9"
"2290";"Bentazon";"";"25057-89-0"
"2291";"Vinclozolin";"";"50471-44-8"
"2292";"EPTC";"";"759-94-4"
"2293";"Karbutylat";"";"4849-32-5"
"2294";"Pirimicarb";"";"23103-98-2"
"2295";"Carbetamid";"";"16118-49-3"
"2296";"2,4-DDD (TDE)";"";"53-19-0"
"2297";"2,4-DDE";"";"3424-82-6"
"2298";"2,4-DDT";"";"789-02-6"
"2299";"Anilazin";"";"101-05-3"
"2300";"Fluoranthen";"";"206-44-0"
"2301";"Benzo(b)fluoranthen";"";"205-99-2"
"2302";"Benzo(k)fluoranthen";"";"207-08-9"
"2303";"Benzfluoranthen, Isomere";"";""
"2304";"Tetrahydronaphthalin";"";"119-64-2"
"2305";"Naphthalin";"";"91-20-3"
"2306";"1-Methylnaphthalin";"";"90-12-0"
"2307";"2-Methylnaphthalin";"";"91-57-6"
"2308";"Perylen";"";"198-55-0"
"2309";"Deltamethrin";"";"52918-63-5"
"2310";"Benzo(ghi)perylen";"";"191-24-2"
"2311";"Epoxiconazol";"";"133855-98-8"
"2312";"1,3-Dimethylnaphthalin";"";"575-41-7"
"2313";"1,8-Dimethylnaphthalin";"";"569-41-5"
"2314";"1-Chlornaphthalin";"";"90-13-1"
"2315";"Fluroxypyr";"";"69377-81-7"
"2316";"cis-Heptachlorepoxid";"";"1024-57-3"
"2317";"trans-Heptachlorepoxid";"";"28044-83-9"
"2318";"Methiocarb";"";"2032-65-7"
"2319";"Pyren";"";"129-00-0"
"2320";"Benzo(a)pyren";"";"50-32-8"
"2321";"Benzo(e)pyren";"";"192-97-2"
"2322";"Napropamid";"";"15299-99-7"
"2323";"6-Methylchrysen";"";"1705-85-7"
"2324";"Chrysen";"";"218-01-9"
"2325";"Dibenz(ah)anthracen";"";"53-70-3"
"2326";"Promecarb";"";"2631-37-0"
"2327";"Propyzamid";"";"23950-58-5"
"2328";"Prosulfocarb";"";"52888-80-9"
"2329";"Tebutam";"";"35256-85-0"
"2330";"Indeno(1,2,3-cd)pyren";"";"193-39-5"
"2331";"Terbumeton";"";"33693-04-8"
"2332";"Clofibrinsäure";"";"882-09-7"
"2333";"Isooctylphenol";"";"11081-15-5"
"2335";"Anthracen";"";"120-12-7"
"2336";"Benzo(a)anthracen";"";"56-55-3"
"2337";"7,12-Dimethylbenz(a)anthracen";"";"57-97-6"
"2338";"4-Nonylphenoxyessigsäure";"";"3115-49-9"
"2339";"2,6-Dichlorbenzamid";"";"2008-58-4"
"2340";"Phenanthren";"";"85-01-8"
"2341";"Dimethylsulfanilid";"";"4710-17-2"
"2342";"Dimethylsulftoluidin";"";"66840-71-9"
"2343";"Inden";"";"95-13-6"
"2344";"Indan";"";"496-11-7"
"2345";"Fluoren";"";"86-73-7"
"2346";"Acenaphthylen";"";"208-96-8"
"2347";"Acenaphthen";"";"83-32-9"
"2348";"Mefenacet";"";"73250-68-7"
"2349";"Dibenzothiophen";"";"132-65-0"
"2350";"Polycyclische aromatische KW, gesamt";"";""
"2351";"Biphenyl";"";"92-52-4"
"2352";"Epichlorhydrin";"";"106-89-8"
"2353";"Diacetonketogulonsäure";"";"18467-77-1"
"2354";"Anthranilsäureisopropylamid";"";"30391-89-0"
"2355";"m-Tolylsäurediethylamid";"";"134-62-3"
"2356";"Styrol";"";"100-42-5"
"2357";"Dinoterb";"";"1420-07-1"
"2358";"Dinoseb";"";"88-85-7"
"2359";"Dikegulac-Natrium";"";"52508-35-7"
"2360";"Tetrasul";"";"2227-13-6"
"2361";"Tetradifon";"";"116-29-0"
"2362";"Pyridat";"";"55512-33-9"
"2363";"Propachlor";"";"1918-16-7"
"2364";"Prochloraz";"";"67747-09-5"
"2365";"Nitrofen";"";"1836-75-5"
"2366";"Picloram";"";"1918-02-1"
"2367";"Ethofumesat";"";"26225-79-6"
"2368";"Ioxynil";"";"1689-83-4"
"2369";"Haloxyfop-ethoxyethyl";"";"87237-48-7"
"2370";"Fluazifop-butyl";"";"69806-50-4"
"2371";"Flurochloridon";"";"61213-25-0"
"2372";"Fluroxypyr-1-methylheptylester";"";"81406-37-3"
"2373";"Quizalofop-ethyl";"";"76578-14-8"
"2374";"3-Phenyl-4-hydroxy-6-chloropyridazin";"";"40020-01-7"
"2375";"4-Hydroxy-4-methyl-2-pentanon";"";"123-42-2"
"2376";"3-Methylpyridin";"";"108-99-6"
"2377";"Butylglykol";"";"111-76-2"
"2378";"2-Methylen-1,3,3-trimethylindol";"";"118-12-7"
"2379";"Tetrahydrofuran";"";"109-99-9"
"2380";"Triethylamin";"";"121-44-8"
"2381";"2-Methylbenzoxazol";"";"95-21-6"
"2382";"Benzonitril";"";"100-47-0"
"2383";"Butyldiglykol";"";"112-34-5"
"2384";"Ciprofloxacin";"";"85721-33-1"
"2385";"Flufenaminsäure";"";"530-78-9"
"2386";"Imidacloprid";"";"138261-41-3"
"2387";"Triphenylphosphinoxid";"";"791-28-6"
"2388";"Diethylamin";"";"109-89-7"
"2389";"Dimethylamin";"";"124-40-3"
"2390";"4-Chloro-ortho-terphenyl";"";"21711-54-6"
"2391";"4-Chloro-para-terphenyl";"";"1762-83-0"
"2392";"2,4-Dichloro-para-terphenyl";"";"61576-83-8"
"2393";"2,5-Dichloro-ortho-terphenyl";"";"61577-02-4"
"2394";"2,5-Dichloro-meta-terphenyl";"";""
"2395";"2,5-Dichloro-para-terphenyl";"";"61576-86-1"
"2396";"2,4'',5-Trichloro-para-terphenyl";"";"61576-93-0"
"2397";"2,4,6-Trichloro-para-terphenyl";"";"57346-61-9"
"2398";"2,3,5,6-Tetrachloro-para-terphenyl";"";"61576-99-6"
"2399";"2,4,4'',6-Tetrachloro-para-terphenyl";"";"61576-97-4"
"2400";"Toluol";"";"108-88-3"
"2401";"2,4-Dinitrotoluol";"";"121-14-2"
"2402";"2,6-Dinitrotoluol";"";"606-20-2"
"2403";"3,4-Dinitrotoluol";"";"610-39-9"
"2404";"1,3,5-Trinitrobenzol";"";"99-35-4"
"2405";"2,4,6-Trinitrotoluol";"";"118-96-7"
"2406";"1,2,3-Trimethylbenzol";"";"526-73-8"
"2407";"1,2,4-Trimethylbenzol";"";"95-63-6"
"2408";"2-Ethyltoluol";"";"611-14-3"
"2409";"Butyl-hydroxytoluol";"";"128-37-0"
"2410";"o-Xylol";"";"95-47-6"
"2411";"m-Xylol";"";"108-38-3"
"2412";"p-Xylol";"";"106-42-3"
"2413";"1,3,5-Trimethylbenzol";"";"108-67-8"
"2414";"Butylbenzol";"";"104-51-8"
"2415";"Ethylbenzol";"";"100-41-4"
"2416";"Propylbenzol";"";"103-65-1"
"2417";"Isopropylbenzol";"";"98-82-8"
"2418";"sec.-Butylbenzol";"";"135-98-8"
"2419";"tert.-Butylbenzol";"";"98-06-6"
"2420";"Methylisobutylketon";"";"108-10-1"
"2421";"Benzylchlorid";"";"100-44-7"
"2422";"Benzylidenchlorid";"";"98-87-3"
"2423";"4-Chlor-3-methylphenol";"";"59-50-7"
"2424";"2;4-Di-tert-butylphenol";"";"96-76-4"
"2425";"Acetophenon";"";"98-86-2"
"2426";"PCB-10";"";"33146-45-1"
"2427";"PCB-16";"";"38444-78-9"
"2428";"PCB-24";"";"55702-45-9"
"2429";"PCB-30";"";"35693-92-6"
"2430";"PCB-40";"";"38444-93-8"
"2431";"PCB-44";"";"41464-39-5"
"2432";"PCB-47";"";"2437-79-8"
"2433";"PCB-77";"";"32598-13-3"
"2434";"PCB-97";"";"41464-51-1"
"2435";"PCB-115";"";"74472-38-1"
"2436";"PCB-137";"";"35694-06-5"
"2437";"PCB-170";"";"35065-30-6"
"2438";"PCB-198";"";"68194-17-2"
"2439";"PCB-105";"";"32598-14-4"
"2440";"Summe Tetrachlordibenzodioxine";"";""
"2441";"Summe Pentachlordibenzodioxine";"";""
"2442";"Summe Hexachlordibenzodioxine";"";""
"2443";"Summe Heptachlordibenzodioxine";"";""
"2444";"PCB-126";"";"57465-28-8"
"2445";"1,2,3,4,6,7,8,9-Octachlordibenzodioxin";"";"3268-87-9"
"2446";"PCB-169";"";"32774-16-6"
"2447";"Summe Tetra- bis Octachlordibenzodioxine";"";""
"2448";"oxi-Chlordan";"";"27304-13-8"
"2449";"2,3,7,8-Tetrachlordibenzodioxin";"";"1746-01-6"
"2450";"1,2,3,7,8-Pentachlordibenzodioxin";"";"40321-76-4"
"2451";"Triclosan";"";"3380-34-5"
"2452";"1,2,3,4,7,8-Hexachlordibenzodioxin";"";"39227-28-6"
"2453";"1,2,3,6,7,8-Hexachlordibenzodioxin";"";"57653-85-7"
"2454";"1,2,3,7,8,9-Hexachlordibenzodioxin";"";"19408-74-3"
"2455";"cis-Chlordan";"";"5103-71-9"
"2456";"trans-Chlordan";"";"5103-74-2"
"2457";"1,2,3,4,6,7,8-Heptachlordibenzodioxin";"";"35822-46-9"
"2458";"2,3-Dimethylphenol";"";"526-75-0"
"2459";"2,5-Dimethylphenol";"";"95-87-4"
"2460";"2,6-Dimethylphenol";"";"576-26-1"
"2461";"3,4-Dimethylphenol";"";"95-65-8"
"2462";"3,5-Dimethylphenol";"";"108-68-9"
"2463";"2,3,5-Trimethylphenol";"";"697-82-5"
"2464";"2,3,6-Trimethylphenol";"";"2416-94-6"
"2465";"Dibenzofuran";"";"132-64-9"
"2466";"Diphenylamin";"";"122-39-4"
"2467";"1,5-Dinitronaphthalin";"";"605-71-0"
"2468";"1,8-Dinitronaphthalin";"";"602-38-0"
"2469";"Internationale Toxizitätsäquivalente ";"";""
"2470";"Summe Tetrachlordibenzofurane";"";""
"2471";"Summe Pentachlordibenzofurane";"";""
"2472";"Summe Hexachlordibenzofurane";"";""
"2473";"Summe Heptachlordibenzofurane";"";""
"2474";"2,4,6-Tetryl";"";"479-45-8"
"2475";"1,2,3,4,6,7,8,9-Octachlordibenzofuran";"";"39001-02-0"
"2476";"Diglyme";"";"111-96-6"
"2477";"Summe Tetra- bis Octachlordibenzofurane";"";""
"2478";"1,2,3,4,8-Pentachlordibenzofuran";"";"67517-48-0"
"2479";"2,3,7,8-Tetrachlordibenzofuran";"";"51207-31-9"
"2480";"1,2,3,7,8-Pentachlordibenzofuran";"";"57117-41-6"
"2481";"2,3,4,7,8-Pentachlordibenzofuran";"";"57117-31-4"
"2482";"1,2,3,4,7,8-Hexachlordibenzofuran";"";"70648-26-9"
"2483";"1,2,3,6,7,8-Hexachlordibenzofuran";"";"57117-44-9"
"2484";"1,2,3,7,8,9-Hexachlordibenzofuran";"";"72918-21-9"
"2485";"2,3,4,6,7,8-Hexachlordibenzofuran";"";"60851-34-5 "
"2486";"PCB-81";"";"70362-50-4"
"2487";"1,2,3,4,6,7,8-Heptachlordibenzofuran";"";"67562-39-4"
"2488";"1,2,3,4,7,8,9-Heptachlordibenzofuran";"";"55673-89-7"
"2489";"PCB-114";"";"74472-37-0"
"2490";"Summe PCDD und PCDF";"";""
"2491";"2,4,8,10-Tetraoxaspiro[5.5]undecan";"";"126-54-5"
"2492";"Toxizitätsäquivalente nach BGA";"";""
"2493";"Internationale Toxizitätsäquivalente mBG";"";""
"2494";"p-Cymol";"";"99-87-6"
"2495";"a-Methylstyrol";"";"98-83-9"
"2496";"p-Diisopropylbenzol";"";"100-18-5"
"2497";"3-Ethyltoluol";"";"620-14-4"
"2498";"4-Ethyltoluol";"";"622-96-8"
"2500";"PCB-123";"";"65510-44-3"
"2501";"2,4Dichlor-5fluorbenzoesäuredimethylamid";"";""
"2502";"Caprolactam";"";"105-60-2"
"2503";"2,3,4-Trichloranilin";"";"634-67-3"
"2504";"3,4,5-Trichloranilin";"";"634-91-3"
"2505";"Anilin";"";"62-53-3"
"2506";"N-Ethylanilin";"";"103-69-5"
"2507";"N,N-Diethylanilin";"";"91-66-7"
"2508";"2,6-Diethylanilin";"";"579-66-8"
"2509";"N-Methylanilin";"";"100-61-8"
"2510";"N,N-Dimethylanilin";"";"121-69-7"
"2511";"2-Ethyl-6-methylanilin";"";"24549-06-2"
"2512";"4-Methoxyanilin";"";"104-94-9"
"2513";"4-Bromanilin";"";"106-40-1"
"2514";"2-Chloranilin";"";"95-51-2"
"2515";"3-Chloranilin";"";"108-42-9"
"2516";"4-Chloranilin";"";"106-47-8"
"2517";"4-Isopropylanilin";"";"99-88-7"
"2518";"2,4,5-Trichloranilin";"";"636-30-6"
"2519";"2,4,6-Trichloranilin";"";"634-93-5"
"2520";"3,4-Dichloranilin";"";"95-76-1"
"2521";"3,5-Dichloranilin";"";"626-43-7"
"2522";"2,4-Dichloranilin";"";"554-00-7"
"2523";"2,3-Dichloranilin";"";"608-27-5"
"2524";"2,6-Dichloranilin";"";"608-31-1"
"2525";"2,5-Dichloranilin";"";"95-82-9"
"2526";"4-Chlor-m-toluidin";"";"7149-75-9"
"2527";"2,6-Dimethylanilin";"";"87-62-7"
"2528";"2,5-Dimethylanilin";"";"95-78-3"
"2529";"2,4-Dimethylanilin";"";"95-68-1"
"2530";"o-Toluidin";"";"95-53-4"
"2531";"m-Toluidin";"";"108-44-1"
"2532";"p-Toluidin";"";"106-49-0"
"2533";"6-Chlor-o-toluidin";"";"87-63-8"
"2534";"2-Chlor-p-toluidin";"";"615-65-6"
"2535";"3-Chlor-p-toluidin";"";"95-74-9"
"2536";"3-Chlor-o-toluidin";"";"87-60-5"
"2537";"5-Chlor-o-toluidin";"";"95-79-4"
"2538";"2,3-Dimethylanilin";"";"87-59-2"
"2539";"3,4-Dimethylanilin";"";"95-64-7"
"2540";"3,5-Dimethylanilin";"";"108-69-0"
"2541";"4-Chlor-2,6-dimethylanilin";"";"24596-18-7"
"2542";"4-Trifluormethylanilin";"";"455-14-1"
"2543";"3-Trifluormethylanilin";"";"98-16-8"
"2544";"4-Chlor-2-nitroanilin";"";"89-63-4"
"2545";"2-Chlor-4-nitroanilin";"";"121-87-9"
"2546";"2-Chlor-5-nitroanilin";"";"6283-25-6"
"2547";"Trifluralin";"";"1582-09-8"
"2548";"3,3-Dichlorobenzidin";"";"91-94-1"
"2549";"Pendimethalin";"";"40487-42-1"
"2550";"Morpholin";"";"110-91-8"
"2551";"Fenpropimorph";"";"67564-91-4"
"2552";"3-Chlor-4-methoxyanilin";"";"5345-54-0"
"2553";"Flufenacet";"";"142459-58-3"
"2554";"2,6-Diethyl-4-methylanilin";"";"24544-08-9"
"2555";"Chinolin";"";"91-22-5"
"2556";"2-Methoxyanilin (o-Anisidin)";"";"90-04-0"
"2557";"2-Ethoxyanilin";"";"94-70-2"
"2558";"2-Trifluormethylanilin";"";"88-17-5"
"2559";"4-Chlor-2-methylanilin";"";"95-69-2"
